filename,class,split,original_width,original_height,resized_width,resized_height,path
Birman_159_jpg.rf.3ba8a57e52d925aa33e85822004c591d.jpg,cat,train,500,333,128,128,cats_dogs_preprocessed\train\cat\Birman_159_jpg.rf.3ba8a57e52d925aa33e85822004c591d.jpg
Persian_128_jpg.rf.16da80c477d1ca2bc131b0e46470c98d.jpg,cat,train,500,334,128,128,cats_dogs_preprocessed\train\cat\Persian_128_jpg.rf.16da80c477d1ca2bc131b0e46470c98d.jpg
Siamese_142_jpg.rf.de98806682118bd0281fa974654644ed.jpg,cat,validation,500,439,128,128,cats_dogs_preprocessed\validation\cat\Siamese_142_jpg.rf.de98806682118bd0281fa974654644ed.jpg
Persian_147_jpg.rf.1994a093a715c6cf96c66abae33bba66.jpg,cat,validation,500,333,128,128,cats_dogs_preprocessed\validation\cat\Persian_147_jpg.rf.1994a093a715c6cf96c66abae33bba66.jpg
Maine_Coon_161_jpg.rf.87a3ddb34373cc3701441bf83e12ed2c.jpg,cat,validation,500,333,128,128,cats_dogs_preprocessed\validation\cat\Maine_Coon_161_jpg.rf.87a3ddb34373cc3701441bf83e12ed2c.jpg
Birman_173_jpg.rf.b8656131a2f2fda3413154a7d01ad834.jpg,cat,validation,500,333,128,128,cats_dogs_preprocessed\validation\cat\Birman_173_jpg.rf.b8656131a2f2fda3413154a7d01ad834.jpg
Birman_163_jpg.rf.de852821da3d65ebd26216dcfb51dd99.jpg,cat,validation,500,334,128,128,cats_dogs_preprocessed\validation\cat\Birman_163_jpg.rf.de852821da3d65ebd26216dcfb51dd99.jpg
Siamese_152_jpg.rf.223d2c514483e1bc7b9798c7b41bc541.jpg,cat,validation,333,500,128,128,cats_dogs_preprocessed\validation\cat\Siamese_152_jpg.rf.223d2c514483e1bc7b9798c7b41bc541.jpg
Sphynx_159_jpg.rf.022528b23ac690c34ad5d109c1782079.jpg,cat,validation,364,500,128,128,cats_dogs_preprocessed\validation\cat\Sphynx_159_jpg.rf.022528b23ac690c34ad5d109c1782079.jpg
Abyssinian_15_jpg.rf.7bc44eeb9865e35cb1d5f9ef4f53b381.jpg,cat,validation,477,422,128,128,cats_dogs_preprocessed\validation\cat\Abyssinian_15_jpg.rf.7bc44eeb9865e35cb1d5f9ef4f53b381.jpg
Egyptian_Mau_147_jpg.rf.9f7dfc5978085c59e681ae044e2394e6.jpg,cat,validation,249,202,128,128,cats_dogs_preprocessed\validation\cat\Egyptian_Mau_147_jpg.rf.9f7dfc5978085c59e681ae044e2394e6.jpg
Persian_140_jpg.rf.9f99f82bb76fc5e58b71707b6301f10d.jpg,cat,validation,358,500,128,128,cats_dogs_preprocessed\validation\cat\Persian_140_jpg.rf.9f99f82bb76fc5e58b71707b6301f10d.jpg
Bengal_141_jpg.rf.e656908b712d2cb13742096c33eb38d5.jpg,cat,validation,300,263,128,128,cats_dogs_preprocessed\validation\cat\Bengal_141_jpg.rf.e656908b712d2cb13742096c33eb38d5.jpg
Persian_117_jpg.rf.30b82f0e3d2ae0115aaf62d09e792f1f.jpg,cat,validation,500,375,128,128,cats_dogs_preprocessed\validation\cat\Persian_117_jpg.rf.30b82f0e3d2ae0115aaf62d09e792f1f.jpg
Sphynx_127_jpg.rf.fd8a6c4badb0a087873c84aa4ab61c0f.jpg,cat,validation,332,500,128,128,cats_dogs_preprocessed\validation\cat\Sphynx_127_jpg.rf.fd8a6c4badb0a087873c84aa4ab61c0f.jpg
Ragdoll_171_jpg.rf.325a9774a1007060ad0287feae2738d0.jpg,cat,validation,334,500,128,128,cats_dogs_preprocessed\validation\cat\Ragdoll_171_jpg.rf.325a9774a1007060ad0287feae2738d0.jpg
Bengal_150_jpg.rf.05c93a40014062c5ae66bae50a857aca.jpg,cat,validation,200,179,128,128,cats_dogs_preprocessed\validation\cat\Bengal_150_jpg.rf.05c93a40014062c5ae66bae50a857aca.jpg
Sphynx_157_jpg.rf.83da587173c7a763a3d527cdf38b985b.jpg,cat,validation,500,354,128,128,cats_dogs_preprocessed\validation\cat\Sphynx_157_jpg.rf.83da587173c7a763a3d527cdf38b985b.jpg
Birman_105_jpg.rf.2f96b7dd47bb15df4def745602f5434d.jpg,cat,validation,500,333,128,128,cats_dogs_preprocessed\validation\cat\Birman_105_jpg.rf.2f96b7dd47bb15df4def745602f5434d.jpg
Birman_166_jpg.rf.ac8785ee575600493ffac45e2b0d1342.jpg,cat,validation,500,333,128,128,cats_dogs_preprocessed\validation\cat\Birman_166_jpg.rf.ac8785ee575600493ffac45e2b0d1342.jpg
Birman_189_jpg.rf.29a9d3b4f764fc9e2cc6b78fbe5d30da.jpg,cat,validation,500,334,128,128,cats_dogs_preprocessed\validation\cat\Birman_189_jpg.rf.29a9d3b4f764fc9e2cc6b78fbe5d30da.jpg
Bombay_130_jpg.rf.faade3ff53aa3b4757f5549d21047963.jpg,cat,validation,310,271,128,128,cats_dogs_preprocessed\validation\cat\Bombay_130_jpg.rf.faade3ff53aa3b4757f5549d21047963.jpg
Russian_Blue_158_jpg.rf.8bb44431bc9dea9b2093995bd7ccda47.jpg,cat,validation,500,333,128,128,cats_dogs_preprocessed\validation\cat\Russian_Blue_158_jpg.rf.8bb44431bc9dea9b2093995bd7ccda47.jpg
Abyssinian_155_jpg.rf.fdd90a163673ab77ec9690317a69b94e.jpg,cat,validation,581,371,128,128,cats_dogs_preprocessed\validation\cat\Abyssinian_155_jpg.rf.fdd90a163673ab77ec9690317a69b94e.jpg
Bengal_165_jpg.rf.31185846cf5892c6e7e3f02784e04fef.jpg,cat,validation,277,300,128,128,cats_dogs_preprocessed\validation\cat\Bengal_165_jpg.rf.31185846cf5892c6e7e3f02784e04fef.jpg
Ragdoll_139_jpg.rf.c630dfd422505d4dc547d7d188f887b6.jpg,cat,validation,500,386,128,128,cats_dogs_preprocessed\validation\cat\Ragdoll_139_jpg.rf.c630dfd422505d4dc547d7d188f887b6.jpg
basset_hound_102_jpg.rf.8a27c0dda5fb29d1c6984fa7a0f63800.jpg,dog,train,500,332,128,128,cats_dogs_preprocessed\train\dog\basset_hound_102_jpg.rf.8a27c0dda5fb29d1c6984fa7a0f63800.jpg
chihuahua_109_jpg.rf.9f5fa214b0cc3e1d18859902c64eeeda.jpg,dog,train,300,225,128,128,cats_dogs_preprocessed\train\dog\chihuahua_109_jpg.rf.9f5fa214b0cc3e1d18859902c64eeeda.jpg
keeshond_167_jpg.rf.4e2e21ef903c2644dac9ba1b8dcf97cd.jpg,dog,train,500,401,128,128,cats_dogs_preprocessed\train\dog\keeshond_167_jpg.rf.4e2e21ef903c2644dac9ba1b8dcf97cd.jpg
